Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"Paseo Prado 5, 28014 Madrid, Spain",397,Europe,ESP,Spain,23,The Madrid Naval Museum is a State institution which belongs to the Ministry of Defense. The Museum is under the organic command of the Admiral Chief of Naval Staff and is governed by a Board of Trustees (Real Patronato).,2,Yes ,-3.6994521,40.4147216,2-3 hours ,Naval Museum,+34 915 23 85 16,32,4.5,931,705,Museums,History,Black,,,,,
,"Carrer del Pintor Fortuny, 17 | Junto a las Ramblas, 08001 Barcelona, Spain",397,Europe,ESP,Spain,23,"Ride aboard the Titanic, find yourself among giant toys or attempt a zombie escape... A visitor to the Museum of Illusions is not a passive observer but a full-fledged participant of the paintings created by the best artists.",0,NA,2.1737673,41.3807575,1-2 hours ,Museum of Illusions,618555655,32,4,139,94,Museums,Fun & Games,Red,,,,,
,"79th Street and Central Park West, New York City, NY 10024",311,North America,USA,Unite States,,"Interactive, modernized exhibits and an IMAX theater help bring this museum, dedicated to understanding the past, into the 21st century.",11,Yes ,-73.971711,40.7820454,More than 3 hours ,American Museum of Natural History,212-769-5100,32,4.5,"13,992","1,028",Museums,Natural History,Green,,,,,
1,"Constitution Ave NW, Between 12th and 14th Street, Washington DC, DC 20001",311,North America,USA,Unite States,,"One of the Smithsonian museums along the Mall, this one has more than 3 million artifacts in its collectionfrom gowns to locomotivesthat reflect and preserve a record of Americas past.",8,No ,-76.985503,38.8947822,2-3 hours ,National Museum of American History,202-633-1000,32,4.5,"3,161",398,Museums,History,Black,,,,,
,"1 Collins Diboll Cir, New Orleans, LA 70124-4605",311,North America,USA,Unite States,,This museum specializes in pre-Columbian art but also houses paintings from European painters like Picasso and Degas. ,4,NA,-90.093219,29.986748,NA,New Orleans Museum of Art,(504) 658-4100,32,4.5,614,319,Museums,Art,Orange,,,,,
,"Santa Croce 1730, 30125 Venice, Italy",397,Europe,ITA,Italy,37,"Housed in the Fontego dei Turchi Palace at the Grand Canal, the museum is an institution that coordinates and conducts scientific research in the territory, ensuring the maintenance and increase of scientific collections, organizing educational activities and services to the citizens. The new, evocative and engaging layout has a modern and original museological facility.",2,NA,12.3278647,45.4415086,NA,Museo di Storia Naturale,+39 041 2750206,33,4.5,533,370,Museums,Natural History,Green,,,,,
,"Wijnzakstraat 2 | Sint-Jansplein, Bruges 8000, Belgium",397,Europe,BEL,Belgium,17,,2,NA,3.2262391,51.2103757,NA,Choco-Story - The Chocolate Museum,050 61 22 37,33,3.5,"1,828",122,Museums,Food,Brown,,,,,
1,"Michaelerkuppel | Hofburg, Kaiserappartements, Vienna 1010, Austria",397,Europe,AUT,Austria,10,,0,NA,16.3739206,48.2082647,NA,Sisi Museum,+43-1-533 75 70,33,4,"1,519",513,Museums,History,Black,,,,,
,"318 E Houston St, San Antonio, TX 78205-1816",311,North America,USA,Unite States,,"For over 135 years, The Buckhorn Saloon has been known as a gathering place for good conversation, great food and spectacular wildlife exhibits. Explore the animal halls and prepare yourself for a truly immersive adventure. Practice your sharp shooting skills in our Toepperwein Shooting Gallery and explore over 500 different animals from around the world. The Texas Ranger Museum houses Texas Ranger artifacts including antique revolvers, automatic handguns, shotguns, badges, photographs and much more. Sip a refreshing drink as you stroll through the 33,000 square feet of artifacts from Texas history. Don't forget to grab a bite of lunch in our Cafe and pick up some souvenirs in our gift shop! The Cafe is open daily for lunch from 11:00 AM to 3:00 PM. Both museums open daily at 10:00 AM. Call for exact closing times. Summer hours 10AM to 9PM. Off season hours vary. Located two blocks from the Alamo and one block from the Riverwalk, The Buckhorn Saloon and Museum and Texas Ranger Museum have something for everyone!",0,NA,-98.488951,29.426205,1-2 hours ,The Buckhorn Saloon and Texas Ranger Museum,+1 210-247-4000,33,4,685,255,Museums,History,Black,,,,,
,"London SE10 9LW, England",397,Europe,GBR,England,79,"Set on the south bank of the Thames, approximately five miles from central London, this city borough is rich in maritime history and features the Royal Naval College, National Maritime Museum and the Old Royal Observatory, which was built by Sir Christopher Wren for King Charles II.",4,NA,-0.0090335,51.4827725,More than 3 hours ,Greenwich,0870 608 2000,34,4.5,"3,612","1,443",Historic Sites,History,Black,,,,,
,"Placa del Rei, s/n | Barri Gotic, 08002 Barcelona, Spain",397,Europe,ESP,Spain,23,"Ancient and medieval Barcelona in the monumental ensemble beneath Plaa del Rei, organised in the 20th century. A tour through 4,000 square metres in an underground archaeological site that takes us from Barcino to Barcinona. Exhibition on the emergence of the medieval city. Visit to the Palau Reial Major palace.",1,NA,2.1774095,41.3840937,1-2 hours ,Museu d'Historia de Barcelona - MUHBA,+34 932 56 21 22,34,4.5,"1,259",648,Museums,History,Black,,,,,
,"Djurgardsvagen 6_16 | Djurgarden, Stockholm 115 93, Sweden (Formerly Nordic Museum (Nordiska Museet))",397,Europe,SWE,Sweden,11,"Welcome to Nordiska museet. Discover exhibitions on Swedish trends and traditions in areas such as home interiors, fashion, jewellery, table settings, folk art, textiles, dolls houses and much more.",1,,18.0943,59.329057,2-3 hours ,Nordiska museet,+46 8 519 546 00,34,4,852,284,Museums,History,Black,,,,,
,"Toeyengata 53, Oslo 0578, Norway",397,Europe,NOR,Norway,10,"Edvard Munch bequeathed a large portion of his work to the city before his death in 1940, and this museum is the result. It contains books, paintings, drawings, scuptures and letters. The Munch Museums have changing exhibitions. Please see website for updated exhibition program.",0,NA,10.7735784,59.9169387,1-2 hours ,Munch Museum,+47 23 49 35 00,34,4,"1,342",386,Museums,Art,Orange,,,,,
,"Leningradskiy Avenue, 80/11 | Metro Sokol, Moscow 127015, Russia",397,Europe,RUS,Russia,10,,0,NA,37.5817306,55.7987812,More than 3 hours ,Experimentanium,7.50E+10,34,4.5,333,"2,279",Museums,Art,Orange,,,,,
,"Soseaua Kiseleff 3, Sector 1, Bucharest, Romania",397,Europe,ROU,Romania,4,,5,NA,26.084496,44.4546149,NA,Peasant Museum (Muzeul Taranului Roman),021 317 96 60,34,4,338,259,Museums,History,Black,,,,,
,"Parc de Montjuic, 08038 Barcelona, Spain",397,Europe,ESP,Spain,23,"The Fundaci Joan Mir was created by Mir himself, at first principally with works from his own private collection, with a desire to set up an internationally recognised centre in Barcelona for Mir scholarship and contemporary art research, and to disseminate the collection. The Fundaci opened to the public on 10 June 1975 and has since become a dynamic centre in which Joan Mir's work coexists with cutting-edge contemporary art. With an interdisciplinary approach, the Fundaci organises temporary exhibitions of 20th and 21st century artists as well as academic activities and projects in collaboration with other institutions and organisations. Through its exhibition and educational programmes, the Fundaci Joan Mir explores lines of research linked to the work of Mir and to contemporary art. The Fundaci is located in a building designed by Josep Llus Sert, making it one of the few museums anywhere in the world in which the complicity between artist and architect underpins the dialogue between the works and the space that houses them. The Fundaci offers an overview of the landscapes of Joan Mir's art and life, creating an enriching dialogue with other artists from the 20th and 21st centuries.",3,Yes ,2.1573033,41.3635139,1-2 hours ,Fundacio Joan Miro,3.49E+10,35,4.5,"2,443",648,Specialty Museums,Art,Orange,,,,,
,"6 Chalmers St, Charleston, SC 29401-3005",311,North America,USA,Unite States,,,1,NA,-79.928401,32.7778373,NA,Old Slave Mart Museum,843-958-6467,35,4,716,219,Museums,History,Black,,,,,
1,"6 Place Paul Painleve | 5th arrondissement, 75005 Paris, France",397,Europe,FRA,France,38,"This museum, located in a spacious former hotel, houses a collection of medieval art, including jewelry, tapestries and sculptures.",3,NA,2.3439212,48.8503245,NA,Musee de Cluny - Musee National du Moyen Age,+33 01 53 73 78 00,36,4.5,"2,075","1,004",Museums,Art,Orange,,,,,
,"Largo di Villa Peretti 67 | Museo Nazionale Romano, 00185 Rome, Italy",397,Europe,ITA,Italy,37,"Built onto the ruins of the Domitian theater, this splendid palazzo houses beautiful mosaics and Roman statuary.",1,NA,12.5097274,41.8977003,NA,Museo Nazionale Romano - Palazzo Massimo alle Terme,(+39) 06 480201,36,4.5,"1,542","1,262",Museums,Art,Orange,,,,,
,"Lindenstr. 9-14, 10969 Berlin, Germany",397,Europe,DEU,Germany,30,"This new museum, housed in a remarkable building designed to intimidate visitors, features dynamic exhibits on Jewish culture in Germany, particularly during the reign of the Third Reich.",2,NA,13.394973,52.501973,NA,Jewish Museum,30 25993300,36,4,"2,708",722,Museums,History,Black,,,,,
,"Rua das Janelas Verdes 1249 - 017, Lisbon 1249 - 017, Portugal",397,Europe,PRT,Portugal,4,"Considered to house the best collection of Portuguese and European art, this museum features works by Gonclaves, Bosch, Raphael and more.",1,NA,-9.1591207,38.7059778,NA,National Museum of Ancient Art,(351) 21 391 28 00,36,4.5,720,395,Museums,Art,Orange,,,,,
,"2 Massachusetts Ave NE, Washington DC, DC 20002-4945",311,North America,USA,Unite States,,,0,NA,-77.008221,38.8976512,NA,National Postal Museum,202 633 5555,36,4.5,634,398,Museums,History,Black,,,,,
,"6825 Norwitch Dr # 31, Philadelphia, PA 19153-3412",311,North America,USA,Unite States,,"Located in Philadelphia, PA, the Simeone Foundation Automotive Museum is one of the world's greatest collections of racing sports cars. Through our theme, ""The Spirit of Competition"", we celebrate the history and evolution of these magnificent machines. Assembled over 50 years by renowned neurosurgeon Dr. Frederick Simeone, the Museum contains over 65 historically significant cars including Ferrari, Alfa Romeo, Bugatti, Mercedes, Jaguar, Bentley, Porsche, Aston Martin, Corvette, Ford and more. We are open Tuesday through Sunday for General Admission and there is always something new and exciting happening here.",0,NA,-75.226624,39.910907,NA,Simeone Foundation Automotive Museum,+1 215-365-7233,36,4.5,183,423,Museums,Transportation,#bf7000,,,,,
,"Oosterdok 2, 1011 VX Amsterdam, The Netherlands",397,Europe,NLD,The Netherlands,30,"Expand your world at NEMO Science Museum. In the largest science museum of the Netherlands you will find proof that science and technology can be captivating for all ages. The remarkable building on top of the IJ-tunnel offers five floors of exciting hands-on activities. At NEMO you can experience the joy of science and technology, by blowing gigantic soap bubbles, watch an enormous chain reaction and experiment in a real laboratory. In a variety of exhibitions you can 'Take a journey through the mind' or learn that there is more than meets the eye when it comes to sustainable electricity and smart transportation at 'Smart Technology'. Enjoy a magnificent view over Amsterdam The creative mind behind NEMO, build in 1997, is Italian architect Renzo Piano. He had a clear vision for his design of the NEMO building, with its very own piazza 22 metres above water level. The spectacular roof terrace has a magnificent view over Amsterdam and the Eastern Docklands. You can access the roof terrace free of charge. The roof terrace and cafe in NEMO are the perfect places to sit back, relax and enjoy a drink.",4,Yes ,4.9121853,52.3738085,2-3 hours ,NEMO Science Museum,3.12E+10,37,4,"2,342",451,Children's Museums,Science,Gray,,,,,
